"dep","prov","dist","cat_age","N"
"san martin","lamas","barranquita","70-79",179
"san martin","lamas","barranquita","80+",74
"san martin","lamas","caynarachi","60-69",443
"san martin","lamas","caynarachi","70-79",220
"san martin","lamas","caynarachi","80+",79
"san martin","lamas","cunumbuqui","60-69",261
"san martin","lamas","cunumbuqui","70-79",150
"san martin","lamas","cunumbuqui","80+",73
"san martin","lamas","lamas","60-69",1041
"san martin","lamas","lamas","70-79",614
"san martin","lamas","lamas","80+",374
"san martin","lamas","pinto recodo","60-69",364
"san martin","lamas","pinto recodo","70-79",181
"san martin","lamas","pinto recodo","80+",88
"san martin","lamas","rumisapa","60-69",219
"san martin","lamas","rumisapa","70-79",134
"san martin","lamas","rumisapa","80+",57
"san martin","lamas","san roque de cumbaza","60-69",88
"san martin","lamas","san roque de cumbaza","70-79",70
"san martin","lamas","san roque de cumbaza","80+",26
"san martin","lamas","shanao","60-69",133
"san martin","lamas","shanao","70-79",86
"san martin","lamas","shanao","80+",41
"san martin","lamas","tabalosos","60-69",896
"san martin","lamas","tabalosos","70-79",503
"san martin","lamas","tabalosos","80+",229
"san martin","lamas","zapatero","60-69",289
"san martin","lamas","zapatero","70-79",178
"san martin","lamas","zapatero","80+",85
"san martin","mariscal caceres","campanilla","60-69",517
"san martin","mariscal caceres","campanilla","70-79",224
"san martin","mariscal caceres","campanilla","80+",81
"san martin","mariscal caceres","huicungo","60-69",378
"san martin","mariscal caceres","huicungo","70-79",172
"san martin","mariscal caceres","huicungo","80+",92
"san martin","mariscal caceres","juanjui","60-69",1714
"san martin","mariscal caceres","juanjui","70-79",964
"san martin","mariscal caceres","juanjui","80+",490
"san martin","mariscal caceres","pachiza","60-69",268
"san martin","mariscal caceres","pachiza","70-79",146
"san martin","mariscal caceres","pachiza","80+",66
"san martin","mariscal caceres","pajarillo","60-69",284
"san martin","mariscal caceres","pajarillo","70-79",137
"san martin","mariscal caceres","pajarillo","80+",52
"san martin","moyobamba","calzada","60-69",258
"san martin","moyobamba","calzada","70-79",192
"san martin","moyobamba","calzada","80+",89
"san martin","moyobamba","habana","60-69",89
"san martin","moyobamba","habana","70-79",47
"san martin","moyobamba","habana","80+",15
"san martin","moyobamba","jepelacio","60-69",748
"san martin","moyobamba","jepelacio","70-79",446
"san martin","moyobamba","jepelacio","80+",195
"san martin","moyobamba","moyobamba","60-69",3638
"san martin","moyobamba","moyobamba","70-79",1973
"san martin","moyobamba","moyobamba","80+",940
"san martin","moyobamba","soritor","60-69",981
"san martin","moyobamba","soritor","70-79",571
"san martin","moyobamba","soritor","80+",262
"san martin","moyobamba","yantalo","60-69",163
"san martin","moyobamba","yantalo","70-79",116
"san martin","moyobamba","yantalo","80+",36
"san martin","picota","buenos aires","60-69",197
"san martin","picota","buenos aires","70-79",117
"san martin","picota","buenos aires","80+",45
"san martin","picota","caspisapa","60-69",125
"san martin","picota","caspisapa","70-79",79
"san martin","picota","caspisapa","80+",33
"san martin","picota","picota","60-69",549
"san martin","picota","picota","70-79",313
"san martin","picota","picota","80+",164
"san martin","picota","pilluana","60-69",83
"san martin","picota","pilluana","70-79",56
"san martin","picota","pilluana","80+",34
"san martin","picota","pucacaca","60-69",244
"san martin","picota","pucacaca","70-79",146
"san martin","picota","pucacaca","80+",82
"san martin","picota","san cristobal","60-69",67
"san martin","picota","san cristobal","70-79",45
"san martin","picota","san cristobal","80+",12
"san martin","picota","san hilarion","60-69",161
"san martin","picota","san hilarion","70-79",104
"san martin","picota","san hilarion","80+",34
"san martin","picota","shamboyacu","60-69",297
"san martin","picota","shamboyacu","70-79",151
"san martin","picota","shamboyacu","80+",60
"san martin","picota","tingo de ponasa","60-69",225
"san martin","picota","tingo de ponasa","70-79",115
"san martin","picota","tingo de ponasa","80+",48
"san martin","picota","tres unidos","60-69",224
"san martin","picota","tres unidos","70-79",115
"san martin","picota","tres unidos","80+",51
"san martin","rioja","awajun","60-69",241
"san martin","rioja","awajun","70-79",99
"san martin","rioja","awajun","80+",37
"san martin","rioja","elias soplin vargas","60-69",696
"san martin","rioja","elias soplin vargas","70-79",402
"san martin","rioja","elias soplin vargas","80+",148
"san martin","rioja","nueva cajamarca","60-69",1862
"san martin","rioja","nueva cajamarca","70-79",951
"san martin","rioja","nueva cajamarca","80+",421
"san martin","rioja","pardo miguel","60-69",716
"san martin","rioja","pardo miguel","70-79",433
"san martin","rioja","pardo miguel","80+",175
"san martin","rioja","posic","60-69",66
"san martin","rioja","posic","70-79",46
"san martin","rioja","posic","80+",25
"san martin","rioja","rioja","60-69",1424
"san martin","rioja","rioja","70-79",876
"san martin","rioja","rioja","80+",424
"san martin","rioja","san fernando","60-69",185
"san martin","rioja","san fernando","70-79",85
"san martin","rioja","san fernando","80+",38
"san martin","rioja","yorongos","60-69",126
"san martin","rioja","yorongos","70-79",102
"san martin","rioja","yorongos","80+",28
"san martin","rioja","yuracyacu","60-69",205
"san martin","rioja","yuracyacu","70-79",129
"san martin","rioja","yuracyacu","80+",56
"san martin","san martin","alberto leveau","60-69",66
"san martin","san martin","alberto leveau","70-79",48
"san martin","san martin","alberto leveau","80+",17
"san martin","san martin","cacatachi","60-69",208
"san martin","san martin","cacatachi","70-79",108
"san martin","san martin","cacatachi","80+",66
"san martin","san martin","chazuta","60-69",458
"san martin","san martin","chazuta","70-79",266
"san martin","san martin","chazuta","80+",111
"san martin","san martin","chipurana","60-69",105
"san martin","san martin","chipurana","70-79",55
"san martin","san martin","chipurana","80+",20
"san martin","san martin","el porvenir","60-69",123
"san martin","san martin","el porvenir","70-79",60
"san martin","san martin","el porvenir","80+",28
"san martin","san martin","huimbayoc","60-69",248
"san martin","san martin","huimbayoc","70-79",137
"san martin","san martin","huimbayoc","80+",35
"san martin","san martin","juan guerra","60-69",282
"san martin","san martin","juan guerra","70-79",179
"san martin","san martin","juan guerra","80+",110
"san martin","san martin","la banda de shilcayo","60-69",2039
"san martin","san martin","la banda de shilcayo","70-79",939
"san martin","san martin","la banda de shilcayo","80+",435
"san martin","san martin","morales","60-69",1574
"san martin","san martin","morales","70-79",785
"san martin","san martin","morales","80+",360
"san martin","san martin","papaplaya","60-69",110
"san martin","san martin","papaplaya","70-79",51
"san martin","san martin","papaplaya","80+",19
"san martin","san martin","san antonio","60-69",129
"san martin","san martin","san antonio","70-79",63
"san martin","san martin","san antonio","80+",68
"san martin","san martin","sauce","60-69",346
"san martin","san martin","sauce","70-79",181
"san martin","san martin","sauce","80+",90
"san martin","san martin","shapaja","60-69",133
"san martin","san martin","shapaja","70-79",84
"san martin","san martin","shapaja","80+",53
"san martin","san martin","tarapoto","60-69",4796
"san martin","san martin","tarapoto","70-79",2540
"san martin","san martin","tarapoto","80+",1237
"san martin","tocache","nuevo progreso","60-69",589
"san martin","tocache","nuevo progreso","70-79",258
"san martin","tocache","nuevo progreso","80+",97
"san martin","tocache","polvora","60-69",417
"san martin","tocache","polvora","70-79",184
"san martin","tocache","polvora","80+",57
"san martin","tocache","shunte","60-69",38
"san martin","tocache","shunte","70-79",14
"san martin","tocache","shunte","80+",10
"san martin","tocache","tocache","60-69",1473
"san martin","tocache","tocache","70-79",670
"san martin","tocache","tocache","80+",238
"san martin","tocache","uchiza","60-69",956
"san martin","tocache","uchiza","70-79",440
"san martin","tocache","uchiza","80+",133
"tacna","candarave","cairani","60-69",114
"tacna","candarave","cairani","70-79",69
"tacna","candarave","cairani","80+",27
"tacna","candarave","camilaca","60-69",130
"tacna","candarave","camilaca","70-79",65
"tacna","candarave","camilaca","80+",63
"tacna","candarave","candarave","60-69",216
"tacna","candarave","candarave","70-79",156
"tacna","candarave","candarave","80+",70
"tacna","candarave","curibaya","60-69",30
"tacna","candarave","curibaya","70-79",19
"tacna","candarave","curibaya","80+",19
"tacna","candarave","huanuara","60-69",63
"tacna","candarave","huanuara","70-79",48
"tacna","candarave","huanuara","80+",36
"tacna","candarave","quilahuani","60-69",68
"tacna","candarave","quilahuani","70-79",44
"tacna","candarave","quilahuani","80+",22
"tacna","jorge basadre","ilabaya","60-69",371
"tacna","jorge basadre","ilabaya","70-79",113
"tacna","jorge basadre","ilabaya","80+",81
"tacna","jorge basadre","ite","60-69",105
"tacna","jorge basadre","ite","70-79",41
"tacna","jorge basadre","ite","80+",20
"tacna","jorge basadre","locumba","60-69",196
"tacna","jorge basadre","locumba","70-79",86
"tacna","jorge basadre","locumba","80+",30
"tacna","tacna","alto de la alianza","60-69",2179
"tacna","tacna","alto de la alianza","70-79",1109
"tacna","tacna","alto de la alianza","80+",412
"tacna","tacna","calana","60-69",264
"tacna","tacna","calana","70-79",161
"tacna","tacna","calana","80+",65
"tacna","tacna","ciudad nueva","60-69",1610
"tacna","tacna","ciudad nueva","70-79",504
"tacna","tacna","ciudad nueva","80+",206
"tacna","tacna","coronel gregorio albarracin lanchipa","60-69",4247
"tacna","tacna","coronel gregorio albarracin lanchipa","70-79",1657
"tacna","tacna","coronel gregorio albarracin lanchipa","80+",657
"tacna","tacna","inclan","60-69",214
"tacna","tacna","inclan","70-79",101
"tacna","tacna","inclan","80+",42
"tacna","tacna","la yarada los palos","60-69",387
"tacna","tacna","la yarada los palos","70-79",197
"tacna","tacna","la yarada los palos","80+",76
"tacna","tacna","pachia","60-69",194
"tacna","tacna","pachia","70-79",127
"tacna","tacna","pachia","80+",55
"tacna","tacna","palca","60-69",96
"tacna","tacna","palca","70-79",57
"tacna","tacna","palca","80+",32
"tacna","tacna","pocollay","60-69",1216
"tacna","tacna","pocollay","70-79",697
"tacna","tacna","pocollay","80+",309
"tacna","tacna","sama","60-69",353
"tacna","tacna","sama","70-79",175
"tacna","tacna","sama","80+",61
"tacna","tacna","tacna","60-69",7660
"tacna","tacna","tacna","70-79",4294
"tacna","tacna","tacna","80+",2181
"tacna","tarata","estique","60-69",31
"tacna","tarata","estique","70-79",24
"tacna","tarata","estique","80+",15
"tacna","tarata","estique-pampa","60-69",25
"tacna","tarata","estique-pampa","70-79",11
"tacna","tarata","estique-pampa","80+",14
"tacna","tarata","heroes albarracin","60-69",44
"tacna","tarata","heroes albarracin","70-79",33
"tacna","tarata","heroes albarracin","80+",32
"tacna","tarata","sitajara","60-69",57
"tacna","tarata","sitajara","70-79",38
"tacna","tarata","sitajara","80+",28
"tacna","tarata","susapaya","60-69",82
"tacna","tarata","susapaya","70-79",60
"tacna","tarata","susapaya","80+",37
"tacna","tarata","tarata","60-69",256
"tacna","tarata","tarata","70-79",148
"tacna","tarata","tarata","80+",81
"tacna","tarata","tarucachi","60-69",51
"tacna","tarata","tarucachi","70-79",28
"tacna","tarata","tarucachi","80+",18
"tacna","tarata","ticaco","60-69",51
"tacna","tarata","ticaco","70-79",54
"tacna","tarata","ticaco","80+",41
"tumbes","contralmirante villar","canoas de punta sal","60-69",336
"tumbes","contralmirante villar","canoas de punta sal","70-79",127
"tumbes","contralmirante villar","canoas de punta sal","80+",70
"tumbes","contralmirante villar","casitas","60-69",167
"tumbes","contralmirante villar","casitas","70-79",150
"tumbes","contralmirante villar","casitas","80+",104
"tumbes","contralmirante villar","zorritos","60-69",745
"tumbes","contralmirante villar","zorritos","70-79",347
"tumbes","contralmirante villar","zorritos","80+",183
"tumbes","tumbes","corrales","60-69",1286
"tumbes","tumbes","corrales","70-79",648
"tumbes","tumbes","corrales","80+",377
"tumbes","tumbes","la cruz","60-69",512
"tumbes","tumbes","la cruz","70-79",249
"tumbes","tumbes","la cruz","80+",145
"tumbes","tumbes","pampas de hospital","60-69",472
"tumbes","tumbes","pampas de hospital","70-79",251
"tumbes","tumbes","pampas de hospital","80+",158
"tumbes","tumbes","san jacinto","60-69",652
"tumbes","tumbes","san jacinto","70-79",400
"tumbes","tumbes","san jacinto","80+",245
"tumbes","tumbes","san juan de la virgen","60-69",336
"tumbes","tumbes","san juan de la virgen","70-79",182
"tumbes","tumbes","san juan de la virgen","80+",107
"tumbes","tumbes","tumbes","60-69",5928
"tumbes","tumbes","tumbes","70-79",2732
"tumbes","tumbes","tumbes","80+",1482
"tumbes","zarumilla","aguas verdes","60-69",652
"tumbes","zarumilla","aguas verdes","70-79",248
"tumbes","zarumilla","aguas verdes","80+",109
"tumbes","zarumilla","matapalo","60-69",117
"tumbes","zarumilla","matapalo","70-79",70
"tumbes","zarumilla","matapalo","80+",24
"tumbes","zarumilla","papayal","60-69",357
"tumbes","zarumilla","papayal","70-79",180
"tumbes","zarumilla","papayal","80+",110
"tumbes","zarumilla","zarumilla","60-69",1131
"tumbes","zarumilla","zarumilla","70-79",519
"tumbes","zarumilla","zarumilla","80+",233
"ucayali","atalaya","raymondi","60-69",927
"ucayali","atalaya","raymondi","70-79",346
"ucayali","atalaya","raymondi","80+",136
"ucayali","atalaya","sepahua","60-69",236
"ucayali","atalaya","sepahua","70-79",92
"ucayali","atalaya","sepahua","80+",23
"ucayali","atalaya","tahuania","60-69",262
"ucayali","atalaya","tahuania","70-79",106
"ucayali","atalaya","tahuania","80+",25
"ucayali","atalaya","yurua","60-69",44
"ucayali","atalaya","yurua","70-79",23
"ucayali","atalaya","yurua","80+",4
"ucayali","coronel portillo","calleria","60-69",9035
"ucayali","coronel portillo","calleria","70-79",4318
"ucayali","coronel portillo","calleria","80+",1921
"ucayali","coronel portillo","campoverde","60-69",868
"ucayali","coronel portillo","campoverde","70-79",417
"ucayali","coronel portillo","campoverde","80+",188
"ucayali","coronel portillo","iparia","60-69",427
"ucayali","coronel portillo","iparia","70-79",155
"ucayali","coronel portillo","iparia","80+",41
"ucayali","coronel portillo","manantay","60-69",3741
"ucayali","coronel portillo","manantay","70-79",1802
"ucayali","coronel portillo","manantay","80+",705
"ucayali","coronel portillo","masisea","60-69",523
"ucayali","coronel portillo","masisea","70-79",242
"ucayali","coronel portillo","masisea","80+",89
"ucayali","coronel portillo","nueva requena","60-69",253
"ucayali","coronel portillo","nueva requena","70-79",132
"ucayali","coronel portillo","nueva requena","80+",49
"ucayali","coronel portillo","yarinacocha","60-69",4924
"ucayali","coronel portillo","yarinacocha","70-79",2156
"ucayali","coronel portillo","yarinacocha","80+",975
"ucayali","padre abad","alexander von humboldt","60-69",202
"ucayali","padre abad","alexander von humboldt","70-79",88
"ucayali","padre abad","alexander von humboldt","80+",40
"ucayali","padre abad","curimana","60-69",289
"ucayali","padre abad","curimana","70-79",122
"ucayali","padre abad","curimana","80+",45
"ucayali","padre abad","irazola","60-69",328
"ucayali","padre abad","irazola","70-79",144
